,reporter,reporter_label,year,intraeu_export_total_100kg,intraeu_export_total_head,intraeu_export_total_value_in_euros,intraeu_export_live_gallusdom_gt185g_100kg,intraeu_export_live_gallusdom_gt185g_head,intraeu_export_live_gallusdom_gt185g_value_in_euros,intraeu_export_live_gallusdom_lte185g_100kg,intraeu_export_live_gallusdom_lte185g_head,intraeu_export_live_gallusdom_lte185g_value_in_euros,intraeu_import_total_100kg,intraeu_import_total_head,intraeu_import_total_value_in_euros,intraeu_import_live_gallusdom_gt185g_100kg,intraeu_import_live_gallusdom_gt185g_head,intraeu_import_live_gallusdom_gt185g_value_in_euros,intraeu_import_live_gallusdom_lte185g_100kg,intraeu_import_live_gallusdom_lte185g_head,intraeu_import_live_gallusdom_lte185g_value_in_euros,extraeu_export_total_100kg,extraeu_export_total_head,extraeu_export_total_value_in_euros,extraeu_export_live_gallusdom_gt185g_100kg,extraeu_export_live_gallusdom_gt185g_head,extraeu_export_live_gallusdom_gt185g_value_in_euros,extraeu_export_live_gallusdom_lte185g_100kg,extraeu_export_live_gallusdom_lte185g_head,extraeu_export_live_gallusdom_lte185g_value_in_euros,extraeu_import_total_100kg,extraeu_import_total_head,extraeu_import_total_value_in_euros,extraeu_import_live_gallusdom_gt185g_100kg,extraeu_import_live_gallusdom_gt185g_head,extraeu_import_live_gallusdom_gt185g_value_in_euros,extraeu_import_live_gallusdom_lte185g_100kg,extraeu_import_live_gallusdom_lte185g_head,extraeu_import_live_gallusdom_lte185g_value_in_euros,_intra_extra,world_export_total_100kg,world_export_total_head,world_export_total_value_in_euros,world_export_live_gallusdom_gt185g_100kg,world_export_live_gallusdom_gt185g_head,world_export_live_gallusdom_gt185g_value_in_euros,world_export_live_gallusdom_lte185g_100kg,world_export_live_gallusdom_lte185g_head,world_export_live_gallusdom_lte185g_value_in_euros,world_import_total_100kg,world_import_total_head,world_import_total_value_in_euros,world_import_live_gallusdom_gt185g_100kg,world_import_live_gallusdom_gt185g_head,world_import_live_gallusdom_gt185g_value_in_euros,world_import_live_gallusdom_lte185g_100kg,world_import_live_gallusdom_lte185g_head,world_import_live_gallusdom_lte185g_value_in_euros,_intra_extra_world,aspartner_partner,aspartner_partner_label,aspartner_year,aspartner_intraeu_indiv_export_live_gallusdom_gt185g_100kg,aspartner_intraeu_indiv_export_live_gallusdom_gt185g_head,aspartner_intraeu_indiv_export_live_gallusdom_gt185g_value_in_euros,aspartner_intraeu_indiv_export_live_gallusdom_lte185g_100kg,aspartner_intraeu_indiv_export_live_gallusdom_lte185g_head,aspartner_intraeu_indiv_export_live_gallusdom_lte185g_value_in_euros,aspartner_intraeu_indiv_import_live_gallusdom_gt185g_100kg,aspartner_intraeu_indiv_import_live_gallusdom_gt185g_head,aspartner_intraeu_indiv_import_live_gallusdom_gt185g_value_in_euros,aspartner_intraeu_indiv_import_live_gallusdom_lte185g_100kg,aspartner_intraeu_indiv_import_live_gallusdom_lte185g_head,aspartner_intraeu_indiv_import_live_gallusdom_lte185g_value_in_euros,aspartner_intraeu_total_export_live_gallusdom_gt185g_100kg,aspartner_intraeu_total_export_live_gallusdom_gt185g_head,aspartner_intraeu_total_export_live_gallusdom_gt185g_value_in_euros,aspartner_intraeu_total_export_live_gallusdom_lte185g_100kg,aspartner_intraeu_total_export_live_gallusdom_lte185g_head,aspartner_intraeu_total_export_live_gallusdom_lte185g_value_in_euros,aspartner_intraeu_total_import_live_gallusdom_gt185g_100kg,aspartner_intraeu_total_import_live_gallusdom_gt185g_head,aspartner_intraeu_total_import_live_gallusdom_gt185g_value_in_euros,aspartner_intraeu_total_import_live_gallusdom_lte185g_100kg,aspartner_intraeu_total_import_live_gallusdom_lte185g_head,aspartner_intraeu_total_import_live_gallusdom_lte185g_value_in_euros,aspartner__merge,_merge
325,SI,Slovenia,2017,182624482.75,,25751445171.0,13100.8,764198.0,1120560.0,471.14,1009731.0,374016.0,159986533.61,,22143045366.0,21099.62,909546.0,1384911.0,2880.15,5792624.0,2032526.0,35885753.66,,8255750471.0,,,,,,,78724202.34,,9774166900.0,,,,,,,both,218510236.41,,34007195642.0,13100.8,764198.0,1120560.0,471.14,1009731.0,374016.0,238710735.95,,31917212266.0,21099.62,909546.0,1384911.0,2880.15,5792624.0,2032526.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
326,SI,Slovenia,2018,192266072.22,,28535109272.0,15306.89,854079.0,1360686.0,425.73,909896.0,338954.0,159700954.59,,24077530486.0,11694.18,522116.0,673975.0,2349.54,4570484.0,1591010.0,37719802.77,,8887928871.0,,,,,,,86782679.64,,11725752739.0,,,,,,,both,229985874.99,,37423038143.0,15306.89,854079.0,1360686.0,425.73,909896.0,338954.0,246483634.23,,35803283225.0,11694.18,522116.0,673975.0,2349.54,4570484.0,1591010.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
327,SI,Slovenia,2019,192393676.24,,29507912729.0,15550.14,815102.0,1172752.0,525.71,1122490.0,417374.0,166920575.65,,24873118833.0,11122.17,533464.0,927207.0,2342.71,4693126.0,1496931.0,40387695.71,,10639275393.0,63.74,4112.0,18645.0,,,,88117927.8,,14445653748.0,,,,,,,both,232781371.95,,40147188122.0,15613.88,819214.0,1191397.0,525.71,1122490.0,417374.0,255038503.45,,39318772581.0,11122.17,533464.0,927207.0,2342.71,4693126.0,1496931.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
328,SI,Slovenia,2020,174271882.01,,26476452736.0,14569.48,748719.0,1129716.0,506.76,1085650.0,398688.0,151646183.84,,21691134452.0,14863.16,680186.0,1251651.0,2940.07,5275327.0,1629999.0,42407865.15,,12770390999.0,,,,,,,81753705.43,,15222417914.0,,,,,,,both,216679747.16,,39246843735.0,14569.48,748719.0,1129716.0,506.76,1085650.0,398688.0,233399889.27,,36913552366.0,14863.16,680186.0,1251651.0,2940.07,5275327.0,1629999.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
329,SI,Slovenia,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
330,SK,Slovakia,2011,272577923.82,0.0,48486496728.0,217838.0,8414764.0,20199294.0,7312.34,3762291.0,2696512.0,222797064.31,0.0,42160564724.0,94955.93,4563836.0,8503886.0,20728.13,22737657.0,9436470.0,23365615.52,0.0,8810759137.0,,,,1497.96,2719700.0,909944.0,204303028.94,0.0,15441112050.0,,,,,,,both,295943539.34,0.0,57297255865.0,217838.0,8414764.0,20199294.0,8810.3,6481991.0,3606456.0,427100093.25,0.0,57601676774.0,94955.93,4563836.0,8503886.0,20728.13,22737657.0,9436470.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
331,SK,Slovakia,2012,268200210.55,0.0,52439387993.0,239287.93,7866070.0,21593583.0,6776.33,16915257.0,5360682.0,223089141.91,0.0,44279573421.0,86458.63,3982630.0,9750277.0,9086.93,22093219.0,9513331.0,25619251.21,0.0,10352744341.0,,,,1820.46,3602000.0,1255645.0,190433864.41,0.0,15972200607.0,,,,,,,both,293819461.76,0.0,62792132334.0,239287.93,7866070.0,21593583.0,8596.79,20517257.0,6616327.0,413523006.32,0.0,60251774028.0,86458.63,3982630.0,9750277.0,9086.93,22093219.0,9513331.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332,SK,Slovakia,2013,295815596.01,0.0,53284102944.0,250492.69,11426494.0,24560860.0,3120.38,8125497.0,2512657.0,227267736.01,0.0,45635235915.0,87423.57,4264063.0,9039544.0,9976.56,23730589.0,9179205.0,24805585.45,0.0,11229964057.0,,,,7323.47,15500960.0,5625514.0,202511168.37,0.0,16011106432.0,,,,,,,both,320621181.46,0.0,64514067001.0,250492.69,11426494.0,24560860.0,10443.85,23626457.0,8138171.0,429778904.38,0.0,61646342347.0,87423.57,4264063.0,9039544.0,9976.56,23730589.0,9179205.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
333,SK,Slovakia,2014,318241437.81,0.0,54656605828.0,331692.05,14150102.0,28669801.0,3895.28,10393734.0,3050705.0,239495682.8,0.0,46869094472.0,98917.53,4673832.0,9495344.0,21295.82,48439581.0,14092423.0,22029848.38,0.0,10256470744.0,0.25,74.0,296.0,205.45,565600.0,288922.0,189609714.43,0.0,14535551611.0,,,,,,,both,340271286.19,0.0,64913076572.0,331692.3,14150176.0,28670097.0,4100.73,10959334.0,3339627.0,429105397.23,0.0,61404646083.0,98917.53,4673832.0,9495344.0,21295.82,48439581.0,14092423.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
334,SK,Slovakia,2015,318796577.51,0.0,57812374126.0,396540.37,17116369.0,32298362.0,1617.06,4225089.0,1186250.0,249739321.84,0.0,51658313679.0,112091.0,5456372.0,9965895.0,22036.5,53253320.0,15570523.0,24245020.24,0.0,9952166101.0,,,,,,,183625649.22,0.0,14037346161.0,,,,,,,both,343041597.75,0.0,67764540227.0,396540.37,17116369.0,32298362.0,1617.06,4225089.0,1186250.0,433364971.06,0.0,65695659840.0,112091.0,5456372.0,9965895.0,22036.5,53253320.0,15570523.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
335,SK,Slovakia,2016,327491068.91,,59411560462.0,414379.69,18483860.0,29885112.0,947.65,2516978.0,697097.0,255012444.06,,54046924701.0,119731.4,6075106.0,10022375.0,21923.24,52364720.0,15263101.0,24952637.5,,10194935926.0,245.45,17556.0,66585.0,,,,182128358.34,,13427504568.0,,,,,,,both,352443706.41,,69606496388.0,414625.14,18501416.0,29951697.0,947.65,2516978.0,697097.0,437140802.4,,67474429269.0,119731.4,6075106.0,10022375.0,21923.24,52364720.0,15263101.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
336,SK,Slovakia,2017,332250266.09,,62992849085.0,364671.33,16230662.0,27986657.0,849.44,2139013.0,590268.0,271901034.52,,57718930296.0,137246.44,6961550.0,10354086.0,21557.57,49976036.0,14766491.0,28722655.89,,10797286398.0,,,,,,,181845034.64,,14473017805.0,,,,,,,both,360972921.98,,73790135483.0,364671.33,16230662.0,27986657.0,849.44,2139013.0,590268.0,453746069.16,,72191948101.0,137246.44,6961550.0,10354086.0,21557.57,49976036.0,14766491.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
337,SK,Slovakia,2018,342830163.94,,67644590647.0,308937.81,13736207.0,24424533.0,1380.51,3451240.0,1020769.0,282119783.61,,62780239372.0,142422.8,7287117.0,11013280.0,22369.19,52664716.0,15637286.0,26999112.74,,11492351767.0,,,,109.95,239000.0,81990.0,193970863.42,,15947210121.0,,,,,,,both,369829276.68,,79136942414.0,308937.81,13736207.0,24424533.0,1490.46,3690240.0,1102759.0,476090647.03,,78727449493.0,142422.8,7287117.0,11013280.0,22369.19,52664716.0,15637286.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
338,SK,Slovakia,2019,330171422.25,,67851118054.0,368521.33,32395489.0,28879936.0,,,,278913644.92,,64972919199.0,103925.13,5370643.0,7912704.0,22311.16,49190435.0,14736538.0,26767950.71,,12110876746.0,,,,,,,173079451.72,,15434461596.0,,,,,,,both,356939372.96,,79961994800.0,368521.33,32395489.0,28879936.0,,,,451993096.64,,80407380795.0,103925.13,5370643.0,7912704.0,22311.16,49190435.0,14736538.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
339,SK,Slovakia,2020,318604693.91,,60097622078.0,332739.24,40641165.0,23618291.0,,,,260646877.81,,59323901894.0,128830.92,6554605.0,8577982.0,25571.12,60892208.0,18465608.0,28197905.21,,15488549953.0,,,,,,,165228227.02,,14376326287.0,,,,,,,both,346802599.12,,75586172031.0,332739.24,40641165.0,23618291.0,,,,425875104.83,,73700228181.0,128830.92,6554605.0,8577982.0,25571.12,60892208.0,18465608.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
340,SK,Slovakia,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
