,country,year,producer_price_eggs_hen_in_shell_lcupertonne,producer_price_eggs_hen_in_shell_slcpertonne,producer_price_meat_livewt_cattle_lcupertonne,producer_price_meat_livewt_cattle_slcpertonne,producer_price_meat_livewt_sheep_lcupertonne,producer_price_meat_livewt_sheep_slcpertonne,producer_price_milk_whole_fresh_sheep_lcupertonne,producer_price_milk_whole_fresh_sheep_slcpertonne,producer_price_wool_greasy_lcupertonne,producer_price_wool_greasy_slcpertonne,producer_price_eggs_hen_in_shell_usdpertonne,producer_price_meat_livewt_cattle_usdpertonne,producer_price_meat_livewt_chicken_lcupertonne,producer_price_meat_livewt_chicken_slcpertonne,producer_price_meat_livewt_chicken_usdpertonne,producer_price_meat_livewt_duck_lcupertonne,producer_price_meat_livewt_duck_slcpertonne,producer_price_meat_livewt_duck_usdpertonne,producer_price_meat_livewt_goat_lcupertonne,producer_price_meat_livewt_goat_slcpertonne,producer_price_meat_livewt_goat_usdpertonne,producer_price_meat_livewt_goose_lcupertonne,producer_price_meat_livewt_goose_slcpertonne,producer_price_meat_livewt_goose_usdpertonne,producer_price_meat_livewt_pig_lcupertonne,producer_price_meat_livewt_pig_slcpertonne,producer_price_meat_livewt_pig_usdpertonne,producer_price_meat_livewt_sheep_usdpertonne,producer_price_meat_livewt_turkey_lcupertonne,producer_price_meat_livewt_turkey_slcpertonne,producer_price_meat_livewt_turkey_usdpertonne,producer_price_meat_cattle_lcupertonne,producer_price_meat_cattle_slcpertonne,producer_price_meat_cattle_usdpertonne,producer_price_meat_chicken_lcupertonne,producer_price_meat_chicken_slcpertonne,producer_price_meat_chicken_usdpertonne,producer_price_meat_goat_lcupertonne,producer_price_meat_goat_slcpertonne,producer_price_meat_goat_usdpertonne,producer_price_meat_pig_lcupertonne,producer_price_meat_pig_slcpertonne,producer_price_meat_pig_usdpertonne,producer_price_meat_sheep_lcupertonne,producer_price_meat_sheep_slcpertonne,producer_price_meat_sheep_usdpertonne,producer_price_meat_turkey_lcupertonne,producer_price_meat_turkey_slcpertonne,producer_price_meat_turkey_usdpertonne,producer_price_milk_whole_fresh_cow_lcupertonne,producer_price_milk_whole_fresh_cow_slcpertonne,producer_price_milk_whole_fresh_cow_usdpertonne,producer_price_milk_whole_fresh_goat_lcupertonne,producer_price_milk_whole_fresh_goat_slcpertonne,producer_price_milk_whole_fresh_goat_usdpertonne,producer_price_milk_whole_fresh_sheep_usdpertonne,producer_price_wool_greasy_usdpertonne,producer_price_meat_camel_lcupertonne,producer_price_meat_camel_slcpertonne,producer_price_meat_camel_usdpertonne,producer_price_meat_livewt_horse_lcupertonne,producer_price_meat_livewt_horse_slcpertonne,producer_price_meat_livewt_horse_usdpertonne,producer_price_meat_livewt_rabbit_lcupertonne,producer_price_meat_livewt_rabbit_slcpertonne,producer_price_meat_livewt_rabbit_usdpertonne,producer_price_meat_horse_lcupertonne,producer_price_meat_horse_slcpertonne,producer_price_meat_horse_usdpertonne,producer_price_meat_rabbit_lcupertonne,producer_price_meat_rabbit_slcpertonne,producer_price_meat_rabbit_usdpertonne,producer_price_meat_duck_lcupertonne,producer_price_meat_duck_slcpertonne,producer_price_meat_duck_usdpertonne,producer_price_meat_goose_and_guinea_fowl_lcupertonne,producer_price_meat_goose_and_guinea_fowl_slcpertonne,producer_price_meat_goose_and_guinea_fowl_usdpertonne,producer_price_meat_livewt_ass_lcupertonne,producer_price_meat_livewt_ass_slcpertonne,producer_price_meat_livewt_ass_usdpertonne,producer_price_meat_livewt_buffalo_lcupertonne,producer_price_meat_livewt_buffalo_slcpertonne,producer_price_meat_livewt_buffalo_usdpertonne,producer_price_meat_buffalo_lcupertonne,producer_price_meat_buffalo_slcpertonne,producer_price_meat_buffalo_usdpertonne,producer_price_milk_whole_fresh_buffalo_lcupertonne,producer_price_milk_whole_fresh_buffalo_slcpertonne,producer_price_milk_whole_fresh_buffalo_usdpertonne,producer_price_eggs_other_bird_in_shell_lcupertonne,producer_price_eggs_other_bird_in_shell_slcpertonne,producer_price_eggs_other_bird_in_shell_usdpertonne,producer_price_meat_livewt_mule_lcupertonne,producer_price_meat_livewt_mule_slcpertonne,producer_price_meat_livewt_mule_usdpertonne,producer_price_meat_livewt_camel_lcupertonne,producer_price_meat_livewt_camel_slcpertonne,producer_price_meat_livewt_camel_usdpertonne,producer_price_meat_ass_lcupertonne,producer_price_meat_ass_slcpertonne,producer_price_meat_ass_usdpertonne,producer_price_meat_mule_lcupertonne,producer_price_meat_mule_slcpertonne,producer_price_meat_mule_usdpertonne,producer_price_meat_game_lcupertonne,producer_price_meat_game_slcpertonne,producer_price_meat_game_usdpertonne,producer_price_meat_livewt_poultry_other_lcupertonne,producer_price_meat_livewt_poultry_other_slcpertonne,producer_price_meat_livewt_poultry_other_usdpertonne,producer_price_milk_whole_fresh_camel_lcupertonne,producer_price_milk_whole_fresh_camel_slcpertonne,producer_price_milk_whole_fresh_camel_usdpertonne,producer_price_meat_livewt_camelids_other_lcupertonne,producer_price_meat_livewt_camelids_other_slcpertonne,producer_price_meat_livewt_camelids_other_usdpertonne,producer_price_meat_other_camelids_lcupertonne,producer_price_meat_other_camelids_slcpertonne,producer_price_meat_other_camelids_usdpertonne
1452,Mongolia,2011,2523333.3,2523333.3,2011267.0,2011267.0,2093810.5,2093810.5,1292250.0,1292250.0,450447.3,450447.3,1993.9,1589.3,,,,,,,1779421.2,1779421.2,1406.1,,,,2307276.9,2307276.9,1823.2,1654.5,,,,,,,,,,,,,,,,,,,,,,1238837.1,1238837.1,978.9,1292250.0,1292250.0,1021.1,1021.1,355.9,,,,1420101.7,1420101.7,1122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104672.8,1104672.8,872.9,,,,,,,,,,,,,2317250.0,2317250.0,1831.1,,,,,,
1453,Mongolia,2012,2573800.0,2573800.0,2824645.5,2824645.5,1232570.4,1232570.4,1429942.9,1429942.9,495492.0,495492.0,1895.9,2080.6,,,,,,,1242596.4,1242596.4,915.3,,,,,,,907.9,,,,,,,,,,,,,,,,,,,,,,416891.9,416891.9,307.1,1429942.9,1429942.9,1053.3,1053.3,365.0,,,,1292219.6,1292219.6,951.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850390.0,1850390.0,1363.0,,,,,,,,,,,,,2513500.0,2513500.0,1851.5,,,,,,
1454,Mongolia,2013,2831180.0,2831180.0,3382560.1,3382560.1,1698088.2,1698088.2,1417209.1,1417209.1,549996.1,549996.1,1857.8,2219.6,,,,,,,1866939.1,1866939.1,1225.1,,,,,,,1114.3,,,,,,,,,,,,,,,,,,,,,,365400.0,365400.0,239.8,1417209.1,1417209.1,930.0,930.0,360.9,,,,1689253.5,1689253.5,1108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880990.5,1880990.5,1234.3,,,,,,,,,,,,,2655000.0,2655000.0,1742.2,,,,,,
1455,Mongolia,2014,3525000.0,3525000.0,2658963.4,2658963.4,2050347.7,2050347.7,996633.2,996633.2,389541.3,389541.3,1939.0,1462.6,,,,,,,1744658.4,1744658.4,959.7,,,,3284152.9,3284152.9,1806.5,1127.8,,,,,,,,,,,,,,,,,,,,,,825848.0,825848.0,454.3,1034624.7,1034624.7,569.1,548.2,214.3,,,,2010230.9,2010230.9,1105.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982769.9,1982769.9,1090.7,,,,,,,,,,,,,1675071.7,1675071.7,921.4,,,,,,
1456,Mongolia,2015,3140300.0,3140300.0,2654180.6,2654180.6,1811362.8,1811362.8,1047461.5,1047461.5,474533.0,474533.0,1593.8,1347.1,,,,,,,1231378.0,1231378.0,625.0,,,,3155566.4,3155566.4,1601.6,919.3,,,,,,,,,,,,,,,,,,,,,,888959.9,888959.9,451.2,1091983.1,1091983.1,554.2,531.6,240.8,,,,1791666.6,1791666.6,909.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744392.5,1744392.5,885.3,,,,,,,,,,,,,1609447.4,1609447.4,816.9,,,,,,
1457,Mongolia,2016,2887902.6,2887902.6,2178758.6,2178758.6,1639608.2,1639608.2,1228200.3,1228200.3,510231.0,510231.0,1349.3,1018.0,,,,,,,1084142.7,1084142.7,506.5,,,,3888292.0,3888292.0,1816.7,766.1,,,,,,,,,,,,,,,,,,,,,,900935.2,900935.2,420.9,1245327.2,1245327.2,581.8,573.8,238.4,,,,1651704.1,1651704.1,771.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444802.9,1444802.9,675.0,,,,,,,,,,,,,1778462.6,1778462.6,830.9,,,,,,
1458,Mongolia,2017,,,2148501.0,2148501.0,1622504.6,1622504.6,1140559.9,1140559.9,1231089.4,1231089.4,,880.6,,,,,,,1056428.9,1056428.9,433.0,,,,4349332.6,4349332.6,1782.7,665.0,,,,,,,,,,,,,,,,,,,,,,926748.9,926748.9,379.8,1206019.5,1206019.5,494.3,467.5,504.6,,,,1558397.6,1558397.6,638.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582093.3,1582093.3,648.5,,,,,,,,,,,,,1855220.4,1855220.4,760.4,,,,,,
1459,Mongolia,2018,,,2361935.0,2361935.0,1803157.8,1803157.8,1516790.0,1516790.0,,,,955.3,,,,,,,1231037.7,1231037.7,497.9,,,,4614869.9,4614869.9,1866.5,729.3,,,,,,,,,,,,,,,,,,,,,,1115500.3,1115500.3,451.2,1599324.2,1599324.2,646.8,613.5,,,,,2052421.0,2052421.0,830.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885674.8,1885674.8,762.7,,,,,,,,,,,,,2649180.3,2649180.3,1071.5,,,,,,
1460,Mongolia,2019,,,2800870.4,2800870.4,2071727.4,2071727.4,1481816.2,1481816.2,,,,1051.6,,,,,,,1408519.4,1408519.4,528.8,,,,5308885.7,5308885.7,1993.2,777.8,,,,,,,,,,,,,,,,,,,,,,1142676.3,1142676.3,429.0,1556135.4,1556135.4,584.2,556.3,,,,,2318657.6,2318657.6,870.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909281.3,1909281.3,716.8,,,,,,,,,,,,,3043306.0,3043306.0,1142.6,,,,,,
1461,Mongolia,2020,,,3551808.1,3551808.1,2501365.3,2501365.3,2262630.5,2262630.5,,,,1262.5,,,,,,,1706130.7,1706130.7,606.5,,,,5817490.6,5817490.6,2067.9,889.1,,,,,,,,,,,,,,,,,,,,,,1641518.5,1641518.5,583.5,2262630.5,2262630.5,804.3,804.3,,,,,2086743.6,2086743.6,741.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2334661.4,2334661.4,829.9,,,,,,,,,,,,,3096037.0,3096037.0,1100.5,,,,,,
1462,Morocco,2000,12000.0,12000.0,24700.0,24700.0,24800.0,24800.0,,,,,1129.3,2324.6,11650.0,11650.0,1096.4,,,,,,,,,,,,,2334.0,,,,47200.0,47200.0,4442.1,,,,,,,,,,45700.0,45700.0,4300.9,,,,3080.0,3080.0,289.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,Morocco,2001,11200.0,11200.0,25200.0,25200.0,24100.0,24100.0,,,,,990.9,2229.5,12200.0,12200.0,1079.4,,,,,,,,,,,,,2132.2,,,,48300.0,48300.0,4273.2,,,,,,,,,,48650.0,48650.0,4304.2,,,,3180.0,3180.0,281.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Morocco,2002,10968.0,10968.0,26700.0,26700.0,26750.0,26750.0,,,,,995.2,2422.7,12300.0,12300.0,1116.1,,,,,,,,,,,,,2427.3,,,,53900.0,53900.0,4890.8,,,,,,,,,,54200.0,54200.0,4918.1,,,,3180.0,3180.0,288.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,Morocco,2003,10910.0,10910.0,27500.0,27500.0,27300.0,27300.0,,,,,1139.5,2872.2,12300.0,12300.0,1284.7,,,,,,,,,,,,,2851.4,,,,57400.0,57400.0,5995.2,,,,,,,,,,56500.0,56500.0,5901.2,,,,3180.0,3180.0,332.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,Morocco,2004,9091.0,9091.0,27650.0,27650.0,26850.0,26850.0,,,,,1025.1,3118.0,11200.0,11200.0,1263.0,,,,,,,,,,,,,3027.7,,,,60000.0,60000.0,6765.9,,,,,,,,,,56500.0,56500.0,6371.2,,,,3180.0,3180.0,358.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,Morocco,2005,10000.0,10000.0,26450.0,26450.0,25600.0,25600.0,,,,,1128.0,2983.6,9640.0,9640.0,1087.4,,,,,,,,,,,,,2887.8,,,,53750.0,53750.0,6063.2,,,,,,,,,,51400.0,51400.0,5798.1,,,,3180.0,3180.0,358.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Morocco,2006,10010.0,10010.0,29450.0,29450.0,25690.0,25690.0,,,,,1138.1,3348.3,10900.0,10900.0,1239.3,,,,,,,,,,,,,2920.8,,,,60410.0,60410.0,6868.2,,,,,,,,,,54600.0,54600.0,6207.6,,,,3180.0,3180.0,361.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,Mozambique,2000,15500000.0,15500.0,24287590.0,24287.6,,,,,,,1017.9,1595.0,,,,,,,,,,,,,,,,,,,,62300000.0,62300.0,4091.3,36710000.0,36710.0,2410.8,65380000.0,65380.0,4293.6,72850000.0,72850.0,4784.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Mozambique,2001,17540000.0,17540.0,26482760.0,26482.8,,,,,,,847.2,1279.1,,,,,,,,,,,,,,,,,,,,66340000.0,66340.0,3204.3,39320000.0,39320.0,1899.2,79380000.0,79380.0,3834.1,95560000.0,95560.0,4615.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,Mozambique,2002,20200000.0,20200.0,29412070.0,29412.1,,,,,,,853.1,1242.2,,,,,,,,,,,,,,,,,,,,73230000.0,73230.0,3092.7,44670000.0,44670.0,1886.6,84440000.0,84440.0,3566.2,106250000.0,106250.0,4487.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,Mozambique,2003,28750000.0,28750.0,,,,,,,,,1208.9,,,,,,,,,,,,,,,,,,,,,85430000.0,85430.0,3592.2,55290000.0,55290.0,2324.8,88290000.0,88290.0,3712.4,136900000.0,136900.0,5756.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,Mozambique,2004,35410000.0,35410.0,,,,,,,,,1568.1,,,,,,,,,,,,,,,,,,,,,101180000.0,101180.0,4480.7,66340000.0,66340.0,2937.8,92040000.0,92040.0,4075.9,149170000.0,149170.0,6605.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,Mozambique,2005,36230000.0,36230.0,,,,,,,,,1571.1,,,,,,,,,,,,,,,,,,,,,107110000.0,107110.0,4644.6,61240000.0,61240.0,2655.6,93510000.0,93510.0,4054.9,154790000.0,154790.0,6712.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Mozambique,2006,43580.0,43580.0,,,,,,,,,1715.7,,,,,,,,,,,,,,,,,,,,,127700.0,127700.0,5027.4,77460.0,77460.0,3049.5,106840.0,106840.0,4206.2,169920.0,169920.0,6689.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,Mozambique,2007,42510.0,42510.0,,,,,,,,,1645.1,,,,,,,,,,,,,,,,,,,,,142280.0,142280.0,5506.1,80040.0,80040.0,3097.5,119300.0,119300.0,4616.8,187280.0,187280.0,7247.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Mozambique,2012,,,57500.0,57500.0,,,,,,,,2026.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,Mozambique,2013,131739.1,131739.1,59875.6,59875.6,103440.0,103440.0,,,,,4376.1,1989.0,123108.3,123108.3,4089.4,,,,83824.7,83824.7,2784.5,,,,50971.4,50971.4,1693.2,3436.1,,,,159500.0,159500.0,5298.3,145290.0,145290.0,4826.3,132250.0,132250.0,4393.1,124740.0,124740.0,4143.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Mozambique,2014,141521.7,141521.7,67781.8,67781.8,103802.4,103802.4,,,,,4513.9,2161.9,126800.0,126800.0,4044.3,,,,83677.1,83677.1,2668.9,,,,58480.6,58480.6,1865.2,3310.8,,,,164500.0,164500.0,5246.8,146690.0,146690.0,4678.7,134320.0,134320.0,4284.2,118940.0,118940.0,3793.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,Mozambique,2015,145217.4,145217.4,66432.0,66432.0,115230.5,115230.5,,,,,3632.0,1661.5,132458.3,132458.3,3312.9,,,,85421.8,85421.8,2136.5,,,,68032.6,68032.6,1701.6,2882.0,,,,166340.0,166340.0,4160.3,150700.0,150700.0,3769.1,144510.0,144510.0,3614.3,139500.0,139500.0,3489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,Mozambique,2016,179565.2,179565.2,69364.0,69364.0,138449.0,138449.0,,,,,2847.7,1100.0,150766.7,150766.7,2391.0,,,,89574.7,89574.7,1420.6,,,,60894.0,60894.0,965.7,2195.6,,,,172370.0,172370.0,2733.6,181970.0,181970.0,2885.8,161150.0,161150.0,2555.7,154730.0,154730.0,2453.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,Mozambique,2017,,,116000.0,116000.0,110000.0,110000.0,,,,,,1824.3,145000.0,145000.0,2280.4,,,,92000.0,92000.0,1446.9,,,,75000.0,75000.0,1179.5,1730.0,,,,218989.4,218989.4,3444.1,,,,190997.7,190997.7,3003.8,177216.8,177216.8,2787.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,Mozambique,2018,,,120000.0,120000.0,110000.0,110000.0,,,,,,1989.2,142000.0,142000.0,2353.9,,,,100000.0,100000.0,1657.7,,,,82000.0,82000.0,1359.3,1823.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,Myanmar,2000,201824.0,201824.0,124713.0,124713.0,145282.0,145282.0,,,,,,,201197.0,201197.0,,197653.0,197653.0,,145282.0,145282.0,,248830.0,248830.0,,155358.0,155358.0,,,248830.0,248830.0,,207854.0,207854.0,,250722.0,250722.0,,242137.0,242137.0,,194198.0,194198.0,,242137.0,242137.0,,311037.0,311037.0,,48632.0,48632.0,,,,,,,,,,,,,,,,,,,,,,247066.0,247066.0,,311037.0,311037.0,,,,,124713.0,124713.0,,207854.0,207854.0,,48232.0,48232.0,,135857.0,135857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,Myanmar,2001,213248.0,213248.0,131823.0,131823.0,153564.0,153564.0,,,,,,,212667.0,212667.0,,208921.0,208921.0,,153564.0,153564.0,,263013.0,263013.0,,164211.0,164211.0,,,263013.0,263013.0,,219704.0,219704.0,,265016.0,265016.0,,255940.0,255940.0,,205264.0,205264.0,,255940.0,255940.0,,328766.0,328766.0,,50982.0,50982.0,,,,,,,,,,,,,,,,,,,,,,261151.0,261151.0,,328766.0,328766.0,,,,,131823.0,131823.0,,219704.0,219704.0,,50982.0,50982.0,,143587.0,143587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,Myanmar,2002,225424.0,225424.0,139693.0,139693.0,162505.0,162505.0,,,,,,,224668.0,224668.0,,221449.0,221449.0,,162505.0,162505.0,,278445.0,278445.0,,174029.0,174029.0,,,278445.0,278445.0,,232822.0,232822.0,,279997.0,279997.0,,271293.0,271293.0,,217537.0,217537.0,,271293.0,271293.0,,348144.0,348144.0,,54038.0,54038.0,,,,,,,,,,,,,,,,,,,,,,276811.0,276811.0,,348144.0,348144.0,,,,,139693.0,139693.0,,232822.0,232822.0,,54038.0,54038.0,,151711.0,151711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,Myanmar,2003,248067.0,248067.0,153663.0,153663.0,179053.0,179053.0,,,,,,,245906.0,245906.0,,243593.0,243593.0,,179053.0,179053.0,,306675.0,306675.0,,191431.0,191431.0,,,306675.0,306675.0,,256105.0,256105.0,,307382.0,307382.0,,298423.0,298423.0,,239289.0,239289.0,,298423.0,298423.0,,382961.0,382961.0,,59440.0,59440.0,,,,,,,,,,,,,,,,,,,,,,304491.0,304491.0,,382961.0,382961.0,,,,,153663.0,153663.0,,256105.0,256105.0,,59440.0,59440.0,,166949.0,166949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,Myanmar,2004,264899.0,264899.0,163261.0,163261.0,191278.0,191278.0,,,,,,,262817.0,262817.0,,260226.0,260226.0,,191278.0,191278.0,,327614.0,327614.0,,204493.0,204493.0,,,327614.0,327614.0,,272101.0,272101.0,,328522.0,328522.0,,318797.0,318797.0,,255616.0,255616.0,,318797.0,318797.0,,409108.0,409108.0,,63494.0,63494.0,,,,,,,,,,,,,,,,,,,,,,325282.0,325282.0,,409108.0,409108.0,,,,,163261.0,163261.0,,272101.0,272101.0,,63494.0,63494.0,,178277.0,178277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,Myanmar,2005,408369.0,408369.0,195603.0,195603.0,229477.0,229477.0,,,,,,,325919.0,325919.0,,312201.0,312201.0,,229477.0,229477.0,,393048.0,393048.0,,253916.0,253916.0,,,393048.0,393048.0,,326005.0,326005.0,,407399.0,407399.0,,382462.0,382462.0,,317395.0,317395.0,,382462.0,382462.0,,490819.0,490819.0,,97910.0,97910.0,,,,,,,,,,,,,,,,,,,,,,390252.0,390252.0,,490819.0,490819.0,,,,,195603.0,195603.0,,326005.0,326005.0,,97910.0,97910.0,,274832.0,274832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,Myanmar,2006,438425.0,438425.0,210076.0,210076.0,246457.0,246457.0,,,,,,,350033.0,350033.0,,335301.0,335301.0,,246457.0,246457.0,,422130.0,422130.0,,272704.0,272704.0,,,422130.0,422130.0,,350127.0,350127.0,,437541.0,437541.0,,410761.0,410761.0,,340880.0,340880.0,,410761.0,410761.0,,527134.0,527134.0,,105155.0,105155.0,,,,,,,,,,,,,,,,,,,,,,419126.0,419126.0,,527134.0,527134.0,,,,,210076.0,210076.0,,350127.0,350127.0,,105155.0,105155.0,,295060.0,295060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Namibia,2000,,,4740.0,4740.0,5716.0,5716.0,,,,,,683.0,,,,,,,5710.0,5710.0,822.8,,,,,,,823.7,,,,9060.0,9060.0,1305.5,,,,11850.0,11850.0,1707.5,,,,11850.0,11850.0,1707.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,Namibia,2001,,,5213.0,5213.0,5770.0,5770.0,,,,,,605.5,,,,,,,6050.0,6050.0,702.7,,,,,,,670.2,,,,9860.0,9860.0,1145.3,,,,11680.0,11680.0,1356.7,,,,11680.0,11680.0,1356.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,Namibia,2002,,,6927.0,6927.0,6930.0,6930.0,,,,,,657.2,,,,,,,6670.0,6670.0,632.8,,,,,,,657.5,,,,12920.0,12920.0,1225.7,,,,14180.0,14180.0,1345.3,,,,14180.0,14180.0,1345.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,Namibia,2003,,,6350.0,6350.0,6770.0,6770.0,,,,,,839.4,,,,,,,7410.0,7410.0,979.5,,,,,,,894.9,,,,10860.0,10860.0,1435.6,,,,13530.0,13530.0,1788.6,,,,13530.0,13530.0,1788.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,Namibia,2016,,,16720.0,16720.0,20910.0,20910.0,,,,,,1136.7,,,,,,,16860.0,16860.0,1146.3,,,,,,,1421.6,,,,29480.0,29480.0,2004.2,,,,,,,32810.0,32810.0,2230.6,35930.0,35930.0,2442.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,Namibia,2017,,,25190.0,25190.0,26090.0,26090.0,,,,,,1892.1,,,,,,,22882.0,22882.0,1718.8,,,,,,,1959.8,,,,35300.0,35300.0,2651.6,,,,,,,37550.0,37550.0,2820.6,40960.0,40960.0,3076.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,Namibia,2018,,,30880.0,30880.0,27000.0,27000.0,,,,,,2333.4,,,,,,,22040.0,22040.0,1665.4,,,,,,,2040.2,,,,40810.0,40810.0,3083.7,,,,,,,34420.0,34420.0,2600.9,43900.0,43900.0,3317.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,Nepal,2000,86840.0,86840.0,,,,,,,,,1221.5,,,,,,,,,,,,,,,,,,,,,,,,135406.0,135406.0,1904.6,158964.0,158964.0,2236.0,,,,,,,,,,20312.0,20312.0,285.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69451.0,69451.0,976.9,20312.0,20312.0,285.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
